"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/09/2026 20:10:46:584 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","slowness","red-spawn","blue-spawn","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"1585","stop sign","15","17","15.5","5000","795","481","1555","53390"
"1584","stop sign","15","17","15.5","5000","801","454","1417","53985"
"1588","stop sign","15","17","15.5","5000","870","419","1929","57774"
"1592","stop sign","15","17","16","5000","785","458","1483","55114"
"1586","stop sign","15","17","15.5","5000","796","463","1506","55305"
"1590","stop sign","15","17","15.5","5000","784","500","1584","51476"
"1591","stop sign","15","17","16","5000","781","475","1517","55858"
"1568","stop sign","15","17","14.5","5000","822","444","1692","51961"
"1593","stop sign","15","17","16","5000","813","467","1624","57028"
"1594","stop sign","15","17","16","5000","799","441","1506","56389"
"1595","stop sign","15","17","16","5000","775","490","1593","54491"
"1596","stop sign","15","17","16","5000","812","438","1721","57998"
"1597","stop sign","15","17","16","5000","793","492","1529","51031"
"1598","stop sign","15","17","16","5000","825","452","1871","56236"
"1577","stop sign","15","17","15","5000","771","499","1588","52635"
"1600","stop sign","15","17","16","5000","792","464","1355","57226"
"1599","stop sign","15","17","16","5000","764","500","1425","53397"
"1601","stop sign","15","17","16.5","5000","778","483","1575","55587"
"1580","stop sign","15","17","15","5000","813","460","1685","50685"
"1602","stop sign","15","17","16.5","5000","785","489","1688","54410"
"1607","stop sign","15","17","16.5","5000","807","434","1550","58413"
"1603","stop sign","15","17","16.5","5000","789","466","1591","56202"
"1583","stop sign","15","17","15.5","5000","821","452","1634","56229"
"1605","stop sign","15","17","16.5","5000","815","457","1555","56826"
"1606","stop sign","15","17","16.5","5000","836","445","1527","55962"
"1589","stop sign","15","17","15.5","5000","786","492","1541","50662"
"1609","stop sign","15","17","16.5","5000","787","475","1549","53797"
"1608","stop sign","15","17","16.5","5000","812","465","1487","56446"
"1610","stop sign","15","17","16.5","5000","807","472","1487","55836"
"1613","stop sign","15","17","17","5000","779","483","1533","56146"
"1612","stop sign","15","17","17","5000","827","452","1666","58341"
"1617","stop sign","15","17","17","5000","806","460","1487","57616"
"1614","stop sign","15","17","17","5000","812","425","1635","58040"
"1616","stop sign","15","17","17","5000","838","418","1708","60741"
"1618","stop sign","15","17","17","5000","809","460","1611","56715"
"1620","stop sign","15","17","17","5000","835","448","1611","58372"
"1621","stop sign","15","17","17.5","5000","821","448","1606","58392"
"1623","stop sign","15","17","17.5","5000","795","503","1470","52838"
"1625","stop sign","15","17","17.5","5000","790","465","1378","57797"
"1624","stop sign","15","17","17.5","5000","816","469","1677","55504"
"1628","stop sign","15","17","17.5","5000","781","487","1400","55887"
"1627","stop sign","15","17","17.5","5000","810","451","1595","56822"
"1626","stop sign","15","17","17.5","5000","815","444","1634","58427"
"1604","stop sign","15","17","16.5","5000","805","459","1504","56073"
"1629","stop sign","15","17","17.5","5000","781","467","1462","57436"
"1630","stop sign","15","17","17.5","5000","808","464","1489","57775"
"1631","stop sign","15","17","18","5000","807","467","1531","57854"
"1633","stop sign","15","17","18","5000","809","476","1742","55203"
"1632","stop sign","15","17","18","5000","761","493","1463","54573"
"1611","stop sign","15","17","17","5000","744","532","1456","50994"
"1637","stop sign","15","17","18","5000","816","462","1486","58043"
"1634","stop sign","15","17","18","5000","787","476","1598","57697"
"1635","stop sign","15","17","18","5000","760","517","1413","53647"
"1638","stop sign","15","17","18","5000","770","533","1287","53980"
"1636","stop sign","15","17","18","5000","765","507","1361","55815"
"1639","stop sign","15","17","18","5000","784","486","1497","57469"
"1615","stop sign","15","17","17","5000","799","472","1622","56015"
"1641","stop sign","15","17","18.5","5000","783","483","1737","57728"
"1619","stop sign","15","17","17","5000","789","484","1546","56665"
"1642","stop sign","15","17","18.5","5000","765","457","1553","56178"
"1644","stop sign","15","17","18.5","5000","793","508","1754","56524"
"1647","stop sign","15","17","18.5","5000","787","499","1640","56571"
"1643","stop sign","15","17","18.5","5000","783","467","1468","58183"
"1645","stop sign","15","17","18.5","5000","764","509","1346","53611"
"1648","stop sign","15","17","18.5","5000","736","522","1468","53444"
"1650","stop sign","15","17","18.5","5000","822","489","1593","56661"
"1622","stop sign","15","17","17.5","5000","765","496","1545","55525"
"1649","stop sign","15","17","18.5","5000","817","451","1476","59511"
"1651","stop sign","15","17","19","5000","794","441","1644","60510"
"1652","stop sign","15","17","19","5000","760","513","1540","56167"
"1654","stop sign","15","17","19","5000","750","461","1186","59012"
"1658","stop sign","15","17","19","5000","868","388","1796","62211"
"1656","stop sign","15","17","19","5000","783","472","1421","57729"
"1657","stop sign","15","17","19","5000","769","503","1484","55554"
"1659","stop sign","15","17","19","5000","805","486","1675","58441"
"1660","stop sign","15","17","19","5000","794","502","1491","56735"
"1662","stop sign","15","17","19.5","5000","765","474","1318","57149"
"1661","stop sign","15","17","19.5","5000","813","436","1428","60485"
"1664","stop sign","15","17","19.5","5000","796","478","1493","57947"
"1665","stop sign","15","17","19.5","5000","816","458","1418","59417"
"1666","stop sign","15","17","19.5","5000","788","482","1428","57975"
"1668","stop sign","15","17","19.5","5000","806","431","1489","60442"
"1667","stop sign","15","17","19.5","5000","791","491","1570","56339"
"1640","stop sign","15","17","18","5000","832","463","1764","58739"
"1670","stop sign","15","17","19.5","5000","832","421","1611","61133"
"1669","stop sign","15","17","19.5","5000","792","464","1614","58111"
"1671","stop sign","15","17","20","5000","809","453","1566","58643"
"1673","stop sign","15","17","20","5000","820","453","1662","58758"
"1672","stop sign","15","17","20","5000","756","496","1420","56151"
"1674","stop sign","15","17","20","5000","780","480","1433","59059"
"1646","stop sign","15","17","18.5","5000","816","447","1509","59728"
"1675","stop sign","15","17","20","5000","783","484","1633","56575"
"1678","stop sign","15","17","20","5000","823","452","1543","59486"
"1677","stop sign","15","17","20","5000","785","484","1570","56379"
"1676","stop sign","15","17","20","5000","810","472","1472","58377"
"1679","stop sign","15","17","20","5000","802","473","1585","58303"
"1653","stop sign","15","17","19","5000","758","482","1449","56480"
"1655","stop sign","15","17","19","5000","792","475","1560","58379"
"1681","stop sign","15","18","10","5000","875","392","1833","45296"
"1684","stop sign","15","18","10","5000","788","438","1526","29503"
"1682","stop sign","15","18","10","5000","814","440","1474","38462"
"1663","stop sign","15","17","19.5","5000","810","458","1633","57313"
"1685","stop sign","15","18","10","5000","861","397","1845","40964"
"1683","stop sign","15","18","10","5000","868","388","1888","44032"
"1686","stop sign","15","18","10","5000","823","412","1558","37853"
"1689","stop sign","15","18","10","5000","856","400","1631","49205"
"1688","stop sign","15","18","10","5000","794","440","1516","41406"
"1690","stop sign","15","18","10","5000","849","407","1730","38601"
"1691","stop sign","15","18","10.5","5000","843","417","1744","43197"
"1692","stop sign","15","18","10.5","5000","833","422","1688","41189"
"1696","stop sign","15","18","10.5","5000","786","463","1601","33877"
"1695","stop sign","15","18","10.5","5000","853","401","1831","38776"
"1697","stop sign","15","18","10.5","5000","834","427","1767","40592"
"1702","stop sign","15","18","11","5000","825","419","1510","45132"
"1701","stop sign","15","18","11","5000","812","446","1475","34564"
"1700","stop sign","15","18","10.5","5000","834","424","1813","41069"
"1699","stop sign","15","18","10.5","5000","876","408","1784","47731"
"1703","stop sign","15","18","11","5000","829","448","1691","36097"
"1680","stop sign","15","17","20","5000","774","513","1357","57436"
"1704","stop sign","15","18","11","5000","829","435","1642","40111"
"1707","stop sign","15","18","11","5000","861","416","1921","42167"
"1706","stop sign","15","18","11","5000","823","435","1559","42493"
"1705","stop sign","15","18","11","5000","836","425","1578","46040"
"1708","stop sign","15","18","11","5000","801","466","1561","38833"
"1710","stop sign","15","18","11","5000","817","467","1805","36625"
"1709","stop sign","15","18","11","5000","841","405","1529","53186"
"1687","stop sign","15","18","10","5000","828","412","1620","41897"
"1711","stop sign","15","18","11.5","5000","852","404","1647","53835"
"1712","stop sign","15","18","11.5","5000","806","433","1618","35714"
"1713","stop sign","15","18","11.5","5000","863","417","1745","47525"
"1694","stop sign","15","18","10.5","5000","820","425","1699","30591"
"1693","stop sign","15","18","10.5","5000","861","399","1680","46673"
"1714","stop sign","15","18","11.5","5000","796","450","1407","47631"
"1717","stop sign","15","18","11.5","5000","876","395","1919","49007"
"1716","stop sign","15","18","11.5","5000","830","424","1615","49140"
"1721","stop sign","15","18","12","5000","826","438","1504","47617"
"1720","stop sign","15","18","11.5","5000","808","458","1745","35358"
"1698","stop sign","15","18","10.5","5000","858","432","1913","44731"
"1719","stop sign","15","18","11.5","5000","889","375","1906","54298"
"1718","stop sign","15","18","11.5","5000","826","429","1619","49223"
"1724","stop sign","15","18","12","5000","818","419","1747","48508"
"1722","stop sign","15","18","12","5000","833","422","1608","54506"
"1725","stop sign","15","18","12","5000","889","374","1767","58691"
"1726","stop sign","15","18","12","5000","860","393","1786","52526"
"1732","stop sign","15","18","12.5","5000","854","384","1838","53810"
"1730","stop sign","15","18","12","5000","857","404","1675","49202"
"1729","stop sign","15","18","12","5000","832","449","1665","52101"
"1733","stop sign","15","18","12.5","5000","820","454","1653","48820"
"1731","stop sign","15","18","12.5","5000","827","437","1692","53012"
"1735","stop sign","15","18","12.5","5000","879","392","2251","56275"
"1736","stop sign","15","18","12.5","5000","799","456","1540","48613"
"1715","stop sign","15","18","11.5","5000","851","407","1748","52128"
"1737","stop sign","15","18","12.5","5000","824","451","1750","51160"
"1738","stop sign","15","18","12.5","5000","827","424","1744","55535"
"1739","stop sign","15","18","12.5","5000","850","430","1793","45603"
"1740","stop sign","15","18","12.5","5000","788","465","1662","43434"
"1741","stop sign","15","18","13","5000","788","483","1550","46261"
"1743","stop sign","15","18","13","5000","826","462","1421","51226"
"1744","stop sign","15","18","13","5000","835","429","1721","49605"
"1742","stop sign","15","18","13","5000","825","453","1794","51327"
"1723","stop sign","15","18","12","5000","884","406","1899","57816"
"1727","stop sign","15","18","12","5000","845","415","1705","47067"
"1745","stop sign","15","18","13","5000","877","383","1882","53772"
"1746","stop sign","15","18","13","5000","869","388","1934","56562"
"1728","stop sign","15","18","12","5000","846","416","1929","51556"
"1747","stop sign","15","18","13","5000","873","402","1760","50895"
"1749","stop sign","15","18","13","5000","836","442","1603","52593"
"1753","stop sign","15","18","13.5","5000","864","438","1810","50484"
"1750","stop sign","15","18","13","5000","840","438","1749","53402"
"1734","stop sign","15","18","12.5","5000","847","424","1715","45458"
"1751","stop sign","15","18","13.5","5000","800","487","1711","51896"
"1752","stop sign","15","18","13.5","5000","863","390","1806","55900"
"1754","stop sign","15","18","13.5","5000","824","433","1701","52299"
"1755","stop sign","15","18","13.5","5000","839","429","1696","56795"
"1756","stop sign","15","18","13.5","5000","820","442","1832","53083"
"1760","stop sign","15","18","13.5","5000","880","383","1986","56206"
"1759","stop sign","15","18","13.5","5000","831","432","1589","55109"
"1763","stop sign","15","18","14","5000","881","400","1858","58906"
"1764","stop sign","15","18","14","5000","827","466","1729","53399"
"1762","stop sign","15","18","14","5000","850","408","1632","55762"
"1765","stop sign","15","18","14","5000","818","454","1722","52889"
"1767","stop sign","15","18","14","5000","825","458","1722","51079"
"1768","stop sign","15","18","14","5000","806","463","1458","52471"
"1769","stop sign","15","18","14","5000","840","427","1690","56844"
"1748","stop sign","15","18","13","5000","830","467","1509","51477"
"1770","stop sign","15","18","14","5000","860","407","2030","57506"
"1772","stop sign","15","18","14.5","5000","812","467","1598","53900"
"1771","stop sign","15","18","14.5","5000","808","452","1638","54770"
"1775","stop sign","15","18","14.5","5000","834","427","1673","54945"
"1774","stop sign","15","18","14.5","5000","823","464","1500","52563"
"1773","stop sign","15","18","14.5","5000","884","404","1970","58941"
"1757","stop sign","15","18","13.5","5000","793","458","1615","44660"
"1777","stop sign","15","18","14.5","5000","842","424","1801","58627"
